origin,named,timePublished,orgName,ip,hostName,authority,datePublished,currency,exitAccept,callingCode,longitude,asName,nicHdl,guard,contactInfo,routerName,netName,badExit,mntRef,fingerPrint,organisation,dirPort,orPort,techc,fast,signingKey,platform,valid,remarks,sourceName,capital,latitude,stable,nameIndividual,familyMembers,descriptorPublishDate,phone,status,platformVersion,exitTrueFalse,description,upTimeSeconds,abuseC,route,consensusBandwidth,exitReject,faxNo,onionKey,running,exitAddressDate,inetNum,hibernating,region,postalAddress,exitNode,orgType,firstSeen,lastStatusDate,orAddress,adminc,siteOperator,language,mntby,v2Dir,country,descriptorPublishTime,bandwidth,emailIndividual,person,asNumber,bandwidthUnits,memberOf,exitAddressTime,badDirectory,lastStatusTime
,,,,59.167.130.139,,,,AUD ,,61 ,151.2073 ,,,,,,,,,,,,,,,,,,,tordata8b,Canberra ,-33.8678 ,,,,,,,,,,,,,,,,,,,,,"Oceania, Australia and New Zealand ",,,,,,,,,English ,,,Australia (Australia),,,,,,,,,,
,,,,155.98.5.6,,,,"USD,USN,USS ",,1 ,-111.7367 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,40.7855 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
AS3320,,"T08:56:44Z,T11:47:04Z,T10:22:59Z,T10:31:11Z,T11:17:31Z",Deutsche Telekom AG,79.217.147.142,,,"2007-06-07,2014-06-17,2003-01-29,2003-01-29,2007-06-06",EUR ,,49 ,9.0681 ,,"DTIP,DTST",,,,DTAG-DIAL24,,DTAG-NIC,,",:            ORG-DTAG1-RIPE,anisation,:   ORG-DTAG1-RIPE,,-name:       Deutsche Telekom AG,,-type:       OTHER",,,DTST,,,,,"abuse contact in case of Spam,",tordata8b,Berlin ,49.0746 ,,,,,"+49 180 2 33 1000,+49 180 2 33 1000",ASSIGNED PA,,,"Deutsche Telekom AG,Deutsche Telekom AG, Internet service provider",,DTAG4-RIPE,79.192.0.0/10,,,"+49 6151 6809399,+49 6151 6809399",,,,79.192.0.0 - 79.244.191.255,,"Europe, Western Europe ","Group Information Security, SDA/Abuse,T-Online-Allee 1,DE 64295 Darmstadt,Deutsche Telekom AG,Darmstadt, Germany,Deutsche Telekom AG,Darmstadt, Germany",,OTHER,,"2014-06-18,2014-06-17,2015-11-27,2015-11-27,2007-06-06",,DTIP,,German ,"DTAG-NIC,DTAG-NIC,DTAG-NIC,DTAG-NIC,DTAG-RR",,Germany (Deutschland),,,,"DTAG Global IP-Addressing,Security Team",,,AS3320:RS-PA-TELEKOM,,,"T06:27:42Z,T11:47:04Z,T08:02:45Z,T08:03:38Z,T11:17:31Z"
,,,,213.165.85.70,,,,EUR ,,49 ,9 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,51 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,52.27.160.190,,,,"USD,USN,USS ",,1 ,-119.529 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,45.7788 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,89.15.190.219,,,,EUR ,,49 ,11.507 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,48.138 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,1.64.131.242,,,,HKD ,,852 ,114.15 ,,,,,,,,,,,,,,,,,,,tordata8b,City of Victoria ,22.2833 ,,,,,,,,,,,,,,,,,,,,,"Asia, Eastern Asia ",,,,,,,,,"Chinese,English ",,,Hong Kong (??),,,,,,,,,,
,,,,73.53.96.112,,,,"USD,USN,USS ",,1 ,-122.2721 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,47.2257 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,192.163.224.51,,,,"USD,USN,USS ",,1 ,-111.6133 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,40.2181 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,185.26.156.46,,,,EUR ,,49 ,9 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,51 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,62.143.160.249,,,,EUR ,,49 ,6.7855 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,51.2465 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
AS50613,,"T08:35:30Z,T07:29:38Z,T15:42:40Z",,37.235.49.34,,,"2012-05-25,2011-08-12,2012-06-05",ISK ,,354 ,-18 ,,EDIS-AT,,,,EDIS-IS,,,,",arsv��i�, Su�vesturkj�rd�mi, �sland",,,"EDIS-AT,EDIS-RIPE,ISAT",,,,,"Hafnarfjordur, Gullbringusysla, Greater Reykjavik, South West, Iceland,Hafnarfj�r�ur, Gullbringus�sla, H�fu�borgarsv��i�, Su�vesturkj�rd�mi, �sland",tordata8b,Reykjavik ,65 ,,,,,+43316827500300,ASSIGNED PA,,,"EDIS Infrastructure in Iceland,EDIS",,,37.235.49.0/24,,,+43316827500777,,,,37.235.49.0 - 37.235.49.255,,"Europe, Northern Europe ","Hauptplatz 3/3,8010 Graz,Austria",,,,"2012-07-20,2015-03-13,2013-12-10",,"EDIS-AT,EDIS-RIPE,GK2,IS",,Icelandic ,"EDIS-MNT,EDIS-MNT,THOR-MNT",,Iceland (�sland),,,,,,,,,,"T09:09:48Z,T12:18:39Z,T09:01:54Z"
,,,,217.150.233.160,,,,"CHE,CHF,CHW ",,41 ,8 ,,,,,,,,,,,,,,,,,,,tordata8b,Bern ,47 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,"German,French,Italian,Romansh ",,,Switzerland (Schweiz),,,,,,,,,,
,,,,5.56.225.61,,,,EUR ,,49 ,9 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,51 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,79.36.40.149,,,,EUR ,,39 ,11.0498 ,,,,,,,,,,,,,,,,,,,tordata8b,Rome ,44.5945 ,,,,,,,,,,,,,,,,,,,,,"Europe, Southern Europe ",,,,,,,,,Italian ,,,Italy (Italia),,,,,,,,,,
,,,,134.169.92.218,,,,EUR ,,49 ,10.5333 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,52.2667 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,108.180.212.203,,,,CAD ,,1 ,-123.0923 ,,,,,,,,,,,,,,,,,,,tordata8b,Ottawa ,49.262 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,"English,French ",,,Canada (Canada),,,,,,,,,,
,,,,83.42.90.174,,,,EUR ,,34 ,1.7667 ,,,,,,,,,,,,,,,,,,,tordata8b,Madrid ,41.2667 ,,,,,,,,,,,,,,,,,,,,,"Europe, Southern Europe ",,,,,,,,,"Spanish,Basque,Catalan,Galician,Occitan ",,,Spain (Espa�a),,,,,,,,,,
,,,,73.4.68.125,,,,"USD,USN,USS ",,1 ,-72.9044 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,41.3531 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,80.195.183.240,,,,GBP ,,44 ,-0.1578 ,,,,,,,,,,,,,,,,,,,tordata8b,London ,51.5232 ,,,,,,,,,,,,,,,,,,,,,"Europe, Northern Europe ",,,,,,,,,English ,,,United Kingdom (United Kingdom),,,,,,,,,,
,,,,178.201.230.140,,,,EUR ,,49 ,9 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,51 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,218.37.226.207,,,,KRW ,,82 ,127.0089 ,,,,,,,,,,,,,,,,,,,tordata8b,Seoul ,37.2911 ,,,,,,,,,,,,,,,,,,,,,"Asia, Eastern Asia ",,,,,,,,,Korean ,,,Republic of Korea (????),,,,,,,,,,
,,,,192.157.245.126,,,,"USD,USN,USS ",,1 ,-96.802 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,32.7813 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,216.165.113.156,,,,"USD,USN,USS ",,1 ,-73.9885 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,40.7317 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,117.18.99.249,,,,HKD ,,852 ,114.1667 ,,,,,,,,,,,,,,,,,,,tordata8b,City of Victoria ,22.25 ,,,,,,,,,,,,,,,,,,,,,"Asia, Eastern Asia ",,,,,,,,,"Chinese,English ",,,Hong Kong (??),,,,,,,,,,
,,,,31.18.174.136,,,,EUR ,,49 ,9 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,51 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,88.164.140.200,,,,EUR ,,33 ,5.0778 ,,,,,,,,,,,,,,,,,,,tordata8b,Paris ,45.8514 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,French ,,,France (France),,,,,,,,,,
,,,,73.241.193.149,,,,"USD,USN,USS ",,1 ,-97 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,38 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
AS29562,,"T07:54:37Z,T14:15:08Z,T12:31:07Z",,37.209.85.196,,,"2012-04-12,2003-11-13,2013-05-28",EUR ,,49 ,9.2436 ,,KIPE-RIPE,,,,KABELBW-15,,,,,,,"KIPE-RIPE,MH3982-RIPE,SJ3189-RIPE,EM10466-RIPE",,,,,"*****************************************************,* Auskunftsersuchen nach TKG bitte per Fax an       *,* die ueber die BNetzA kommunizierte Fax-Nummer     *,*                                                   *,* Law-Enforcement agencies please use the           *,* faxnumber that is announced by the BNetzA         *,*****************************************************,* Please send all abuse-complaints to              *,* abuse@unitymedia.de                                 *,*****************************************************",tordata8b,Berlin ,47.9293 ,,,,,+49 6221 333 0,ASSIGNED PA,,,"Kabel BW GmbH,KabelBW",,,37.209.64.0/18,,,,,,,37.209.0.0 - 37.209.99.255,,"Europe, Western Europe ","Kabel BW GmbH,Hedelfinger Str. 60,70327 Stuttgart,DE",,,,"2012-04-12,2014-11-11,2013-05-28",,"KIPE-RIPE,MH3982-RIPE,SJ3189-RIPE,EM10466-RIPE",,German ,"KabelBW-MNT,KabelBW-MNT,KabelBW-MNT",,Germany (Deutschland),,,,,,,,,,"T07:54:37Z,T06:14:48Z,T12:31:07Z"
,,,,109.30.197.222,,,,EUR ,,33 ,2.4377 ,,,,,,,,,,,,,,,,,,,tordata8b,Paris ,48.8486 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,French ,,,France (France),,,,,,,,,,
,,,,89.112.40.109,,,,RUB ,,7 ,30.2642 ,,,,,,,,,,,,,,,,,,,tordata8b,Moscow ,59.8944 ,,,,,,,,,,,,,,,,,,,,,"Europe, Eastern Europe ",,,,,,,,,Russian ,,,Russia (??????),,,,,,,,,,
,,,,46.22.223.45,,,,EUR ,,372 ,26 ,,,,,,,,,,,,,,,,,,,tordata8b,Tallinn ,59 ,,,,,,,,,,,,,,,,,,,,,"Europe, Northern Europe ",,,,,,,,,Estonian ,,,Estonia (Eesti),,,,,,,,,,
,,,,85.245.166.27,,,,EUR ,,351 ,-9.3235 ,,,,,,,,,,,,,,,,,,,tordata8b,Lisbon ,38.8578 ,,,,,,,,,,,,,,,,,,,,,"Europe, Southern Europe ",,,,,,,,,Portuguese ,,,Portugal (Portugal),,,,,,,,,,
,,,,178.5.178.98,,,,EUR ,,49 ,13.4 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,52.5167 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,122.57.189.173,,,,NZD ,,64 ,174.5918 ,,,,,,,,,,,,,,,,,,,tordata8b,Wellington ,-36.8989 ,,,,,,,,,,,,,,,,,,,,,"Oceania, Australia and New Zealand ",,,,,,,,,"English,M?ori,New Zealand Sign Language ",,,New Zealand (New Zealand),,,,,,,,,,
,,,,75.119.251.14,,,,CAD ,,1 ,-75.77 ,,,,,,,,,,",/TEKSAV",,,,,,,,,tordata8b,Ottawa ,45.3467 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,"English,French ",,,Canada (Canada),,,,,,,,,,
,,,,98.221.48.12,,,,"USD,USN,USS ",,1 ,-74.4203 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,40.4293 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,88.217.143.53,,,,EUR ,,49 ,11.5732 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,48.1299 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,167.114.195.247,,,,CAD ,,1 ,-73.5747 ,,,,,,,,,,,,,,,,,,,tordata8b,Ottawa ,45.504 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,"English,French ",,,Canada (Canada),,,,,,,,,,
,,,,176.28.9.120,,,,EUR ,,49 ,6.1833 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,51.65 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,87.111.64.7,,,,EUR ,,34 ,-3.6833 ,,,,,,,,,,,,,,,,,,,tordata8b,Madrid ,40.4 ,,,,,,,,,,,,,,,,,,,,,"Europe, Southern Europe ",,,,,,,,,"Spanish,Basque,Catalan,Galician,Occitan ",,,Spain (Espa�a),,,,,,,,,,
,,,,87.21.244.134,,,,EUR ,,39 ,12.8333 ,,,,,,,,,,,,,,,,,,,tordata8b,Rome ,42.8333 ,,,,,,,,,,,,,,,,,,,,,"Europe, Southern Europe ",,,,,,,,,Italian ,,,Italy (Italia),,,,,,,,,,
,,,,178.11.184.252,,,,EUR ,,49 ,9 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,51 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
AS9136,,"T19:33:29Z,T15:41:57Z,T16:12:41Z",,62.176.239.229,,,"2006-11-03,2002-11-11,2003-04-16",EUR ,,49 ,9 ,,IPSW-RIPE,,,,WOBCOM-NET,,,,,,,"IPSW-RIPE,SH1287-RIPE,MW1413-RIPE,TW540-RIPE,VB2452-RIPE,BD2527-RIPE",,,,,NCC#2003041785 /23,tordata8b,Berlin ,51 ,,,,,+49 5361 89 11 120,ASSIGNED PA,,,"Wobcom infrastructure,WobCom GmbH",,,62.176.224.0/19,,,+49 5361 189 199,,,,62.176.238.0 - 62.176.239.255,,"Europe, Western Europe ","Wobcom GmbH,IP Service,Hesslinger Strasse 1-5,D-38440 Wolfsburg,Germany",,,,"2006-11-03,2014-12-09,2003-04-16",,"IPSW-RIPE,MW1413-RIPE",,German ,"WOBCOM-MNT,WOBCOM-MNT,WOBCOM-MNT",,Germany (Deutschland),,,,,,,,,,"T19:33:29Z,T11:00:33Z,T16:12:41Z"
AS3320,,"T09:31:27Z,T11:47:04Z,T10:22:59Z,T10:31:11Z,T06:15:02Z",Deutsche Telekom AG,80.128.117.161,,,"2002-01-08,2014-06-17,2003-01-29,2003-01-29,2014-07-16",EUR ,,49 ,10.0016 ,,"DTIP,DTST",,,,DTAG-DIAL16,,DTAG-NIC,,",:            ORG-DTAG1-RIPE,anisation,:   ORG-DTAG1-RIPE,,-name:       Deutsche Telekom AG,,-type:       OTHER",,,DTST,,,,,"abuse contact in case of Spam,",tordata8b,Berlin ,53.5957 ,,,,,"+49 180 2 33 1000,+49 180 2 33 1000",ASSIGNED PA,,,"Deutsche Telekom AG,Deutsche Telekom AG, Internet service provider",,DTAG4-RIPE,80.128.0.0/12,,,"+49 6151 6809399,+49 6151 6809399",,,,80.128.0.0 - 80.146.159.255,,"Europe, Western Europe ","Group Information Security, SDA/Abuse,T-Online-Allee 1,DE 64295 Darmstadt,Deutsche Telekom AG,Darmstadt, Germany,Deutsche Telekom AG,Darmstadt, Germany",,OTHER,,"2014-06-18,2014-06-17,2015-11-27,2015-11-27,2014-07-16",,DTIP,,German ,"DTAG-NIC,DTAG-NIC,DTAG-NIC,DTAG-NIC,DTAG-RR",,Germany (Deutschland),,,,"DTAG Global IP-Addressing,Security Team",,,AS3320:RS-PA-TELEKOM,,,"T06:15:30Z,T11:47:04Z,T08:02:45Z,T08:03:38Z,T06:15:02Z"
,,,,24.31.185.135,,,,"USD,USN,USS ",,1 ,-82.8477 ,,,,,,,,,,",/RRMA",,,,,,,,,tordata8b,Washington D.C. ,40.2667 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,109.190.193.124,,,,EUR ,,33 ,2.35 ,,,,,,,,,,,,,,,,,,,tordata8b,Paris ,48.86 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,French ,,,France (France),,,,,,,,,,
,,,,182.229.117.191,,,,KRW ,,82 ,126.9783 ,,,,,,,,,,,,,,,,,,,tordata8b,Seoul ,37.5985 ,,,,,,,,,,,,,,,,,,,,,"Asia, Eastern Asia ",,,,,,,,,Korean ,,,Republic of Korea (????),,,,,,,,,,
,,,,79.144.243.15,,,,EUR ,,34 ,-3.6833 ,,,,,,,,,,,,,,,,,,,tordata8b,Madrid ,40.4 ,,,,,,,,,,,,,,,,,,,,,"Europe, Southern Europe ",,,,,,,,,"Spanish,Basque,Catalan,Galician,Occitan ",,,Spain (Espa�a),,,,,,,,,,
,,,,87.111.232.247,,,,EUR ,,34 ,3.0744 ,,,,,,,,,,,,,,,,,,,tordata8b,Madrid ,42.1715 ,,,,,,,,,,,,,,,,,,,,,"Europe, Southern Europe ",,,,,,,,,"Spanish,Basque,Catalan,Galician,Occitan ",,,Spain (Espa�a),,,,,,,,,,
,,,,95.222.57.102,,,,EUR ,,49 ,9 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,51 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,1.230.159.50,,,,KRW ,,82 ,126.98 ,,,,,,,,,,,,,,,,,,,tordata8b,Seoul ,37.57 ,,,,,,,,,,,,,,,,,,,,,"Asia, Eastern Asia ",,,,,,,,,Korean ,,,Republic of Korea (????),,,,,,,,,,
,,,,50.152.244.53,,,,"USD,USN,USS ",,1 ,-122.2471 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,37.5331 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,81.217.187.6,,,,EUR ,,43 ,16.2833 ,,,,,,,,,,,,,,,,,,,tordata8b,Vienna ,48.1 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Austria (�sterreich),,,,,,,,,,
,,,,95.211.63.31,,,,EUR ,,31 ,4.8897 ,,,,,,,,,,,,,,,,,,,tordata8b,Amsterdam ,52.374 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,Dutch ,,,Netherlands (Nederland),,,,,,,,,,
,,,,85.214.70.188,,,,EUR ,,49 ,13.4 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,52.5167 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,221.121.153.184,,,,AUD ,,61 ,133 ,,,,,,,,,,,,,,,,,,,tordata8b,Canberra ,-27 ,,,,,,,,,,,,,,,,,,,,,"Oceania, Australia and New Zealand ",,,,,,,,,English ,,,Australia (Australia),,,,,,,,,,
,,,,121.44.133.231,,,,AUD ,,61 ,151.2073 ,,,,,,,,,,,,,,,,,,,tordata8b,Canberra ,-33.8678 ,,,,,,,,,,,,,,,,,,,,,"Oceania, Australia and New Zealand ",,,,,,,,,English ,,,Australia (Australia),,,,,,,,,,
,,,,78.231.34.188,,,,EUR ,,33 ,2.35 ,,,,,,,,,,,,,,,,,,,tordata8b,Paris ,48.86 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,French ,,,France (France),,,,,,,,,,
,,,,74.74.187.166,,,,"USD,USN,USS ",,1 ,-77.3096 ,,,,,,,,,,",/RRNY",,,,,,,,,tordata8b,Washington D.C. ,42.8326 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
AS20773,,"T10:17:38Z,T11:32:14Z,T10:40:43Z",,92.51.167.88,,,"2015-11-23,2015-11-05,2008-02-07",EUR ,,49 ,6.1833 ,,HM5126-RIPE,,,,DE-HE-LVPS-NET,,,,,,,"HM5126-RIPE,JUPP,OUZO",,,,,INFRA-AW,tordata8b,Berlin ,51.65 ,,,,,+49 2203 1045 0,ASSIGNED PA,,,"Hosteurope GmbH,DE-HEC-92-51-128",,,92.51.128.0/18,,,,,,,92.51.164.0 - 92.51.167.255,,"Europe, Western Europe ","HEG Mass,Daimler Strasse 9-11,50354 Huerth,Germany",,,,"2015-11-23,2015-12-07,2010-04-28",,"HM5126-RIPE,JUPP,OUZO",,German ,"MNT-HEG-MASS,MNT-HEG-MASS,HOSTEUROPE-MNT",,Germany (Deutschland),,,,,,,AS20773:RS-HOSTEUROPE,,,"T10:17:38Z,T15:15:08Z,T09:51:44Z"
,,,,77.179.155.177,,,,EUR ,,49 ,9 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,51 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,45.79.214.219,,,,"USD,USN,USS ",,1 ,-74.4773 ,,,,,,,,,,,,,,,,,,,tordata8b,Washington D.C. ,39.4899 ,,,,,,,,,,,,,,,,,,,,,"Americas, Northern America ",,,,,,,,,English ,,,United States (United States),,,,,,,,,,
,,,,82.1.128.70,,,,GBP ,,44 ,-3.6167 ,,,,,,,,,,,,,,,,,,,tordata8b,London ,56.0167 ,,,,,,,,,,,,,,,,,,,,,"Europe, Northern Europe ",,,,,,,,,English ,,,United Kingdom (United Kingdom),,,,,,,,,,
,,,,95.116.184.85,,,,EUR ,,49 ,8.3167 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,50.15 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,2.240.173.184,,,,EUR ,,49 ,9.6592 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,53.7491 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
AS9105,,"T00:56:10Z,T13:01:11Z,T11:20:58Z",,80.43.112.206,,,"2008-08-27,2002-09-13,2001-11-23",GBP ,,44 ,-1.5769 ,,TU935-RIPE,,,,UK-TELINCO-PIPEX15,,,,",:            ORG-TUL3-RIPE",,,"TU935-RIPE,MP15294-RIPE",,,,,"INFRA-AW,Information: http://www.talktalk.co.uk,-------------------------------------------------------,Please report abuse complains to abuse@talktalkplc.com,e-mail to other addresses will not be dealt with.,-------------------------------------------------------,Hostmaster Role Account",tordata8b,London ,52.5318 ,,,,,+44 207 087 2000,ASSIGNED PA,,,"Pipex - Tiscali Migration Space,Tiscali UK Ltd",,,80.40.0.0/13,,,,,,,80.43.112.0 - 80.43.119.255,,"Europe, Northern Europe ","Tiscali UK Limited,11 Evesham Street,London W11 4AJ",,,,"2012-06-27,2013-10-22,2011-02-22",,"TU935-RIPE,MP15294-RIPE,RH2381-RIPE",,English ,"TU935-RIPE-MNT,TU935-RIPE-MNT,TU935-RIPE-MNT",,United Kingdom (United Kingdom),,,,,,,,,,"T12:36:23Z,T06:11:45Z,T14:44:39Z"
AS3320,,"T09:31:27Z,T11:47:04Z,T10:22:59Z,T10:31:11Z,T06:15:02Z",Deutsche Telekom AG,80.140.206.48,,,"2002-01-08,2014-06-17,2003-01-29,2003-01-29,2014-07-16",EUR ,,49 ,13.4 ,,"DTIP,DTST",,,,DTAG-DIAL16,,DTAG-NIC,,",:            ORG-DTAG1-RIPE,anisation,:   ORG-DTAG1-RIPE,,-name:       Deutsche Telekom AG,,-type:       OTHER",,,DTST,,,,,"abuse contact in case of Spam,",tordata8b,Berlin ,52.5167 ,,,,,"+49 180 2 33 1000,+49 180 2 33 1000",ASSIGNED PA,,,"Deutsche Telekom AG,Deutsche Telekom AG, Internet service provider",,DTAG4-RIPE,80.128.0.0/12,,,"+49 6151 6809399,+49 6151 6809399",,,,80.128.0.0 - 80.146.159.255,,"Europe, Western Europe ","Group Information Security, SDA/Abuse,T-Online-Allee 1,DE 64295 Darmstadt,Deutsche Telekom AG,Darmstadt, Germany,Deutsche Telekom AG,Darmstadt, Germany",,OTHER,,"2014-06-18,2014-06-17,2015-11-27,2015-11-27,2014-07-16",,DTIP,,German ,"DTAG-NIC,DTAG-NIC,DTAG-NIC,DTAG-NIC,DTAG-RR",,Germany (Deutschland),,,,"DTAG Global IP-Addressing,Security Team",,,AS3320:RS-PA-TELEKOM,,,"T06:15:30Z,T11:47:04Z,T08:02:45Z,T08:03:38Z,T06:15:02Z"
,,,,92.206.92.172,,,,EUR ,,49 ,12.3077 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,51.312 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
,,,,176.77.1.81,,,,RUB ,,7 ,37.6156 ,,,,,,,,,,,,,,,,,,,tordata8b,Moscow ,55.7522 ,,,,,,,,,,,,,,,,,,,,,"Europe, Eastern Europe ",,,,,,,,,Russian ,,,Russia (??????),,,,,,,,,,
,,,,77.81.110.173,,,,EUR ,,49 ,6.7667 ,,,,,,,,,,,,,,,,,,,tordata8b,Berlin ,51.2167 ,,,,,,,,,,,,,,,,,,,,,"Europe, Western Europe ",,,,,,,,,German ,,,Germany (Deutschland),,,,,,,,,,
