origin,named,timePublished,orgName,ip,hostName,authority,datePublished,currency,exitAccept,callingCode,longitude,asName,nicHdl,guard,contactInfo,routerName,netName,badExit,mntRef,fingerPrint,organisation,dirPort,orPort,techc,fast,signingKey,platform,valid,remarks,sourceName,capital,latitude,stable,nameIndividual,familyMembers,descriptorPublishDate,phone,status,platformVersion,exitTrueFalse,description,upTimeSeconds,abuseC,route,consensusBandwidth,exitReject,faxNo,onionKey,running,exitAddressDate,inetNum,hibernating,region,postalAddress,exitNode,orgType,firstSeen,lastStatusDate,orAddress,adminc,siteOperator,language,mntby,v2Dir,country,descriptorPublishTime,bandwidth,emailIndividual,person,asNumber,bandwidthUnits,memberOf,exitAddressTime,badDirectory,lastStatusTime
,,,,81.4.103.214,81.4.103.214,,,EUR ,,31 ,4.9 ,"ASN-ROUTELABEL RouteLabel V.O.F.,NL <",,,,theRack,,,,,,,9001,,,,,,,tordata5,Amsterdam ,52.3667 ,,,,,,,,,,2246400,,,21,,,,,,,,"Europe, Western Europe ",,,,2016-01-03,,,,,Dutch ,,,Netherlands (Nederland),,0 KBs,,,198203,,,,,
,,,,99.160.10.32,99-160-10-32.lightspeed.rcsntx.sbcglobal.net,,,"USD,USN,USS ",,1 ,-97.0805 ,"ATT-INTERNET4 - AT&amp;T Services, Inc.,US <",,,,theLoft,,,,,,,9001,,,,,,,tordata5,Washington D.C. ,32.7243 ,,,,,,,,,,864000,,,2,,,,,,,,"Americas, Northern America ",,,,2016-01-19,,,,,English ,,,United States (United States),,0 KBs,,,7018,,,,,
,,,,83.248.178.214,c83-248-178-214.bredband.comhem.se,,,SEK ,,46 ,11.9667 ,"COMHEM-SWEDEN Com Hem AB,SE <",,,,theLamia,,,,,,,9001,,,,,,,tordata5,Stockholm ,57.7167 ,,,,,,,,,,691200,,,19,,,,,,,,"Europe, Northern Europe ",,,,2014-06-11,,,,,Swedish ,,,Sweden (Sverige),,0 KBs,,,39651,,,,,
,,,,79.231.181.38,p4FE7B526.dip0.t-ipconnect.de,,,EUR ,,49 ,9 ,"DTAG Deutsche Telekom AG,DE <",,,,TheEntrance,,,,,,9030,446,,,,,,,tordata5,Berlin ,51 ,,,,,,,,,,57600,,,12,,,,,,,,"Europe, Western Europe ",,,,2015-11-19,,,,,German ,,,Germany (Deutschland),,0 KBs,,,3320,,,,,
,,,,134.226.68.29,phy19.phy.tcd.ie,,,EUR ,,353 ,-6.2489 ,"HEANET HEAnet Limited,IE <",,,,thecriticaldefense,,,,,,,9001,,,,,,,tordata5,Dublin ,53.3331 ,,,,,,,,,,4233600,,,29,,,,,,,,"Europe, Northern Europe ",,,,2014-10-01,,,,,"Irish,English ",,,Ireland (�ire),,0 KBs,,,1213,,,,,
,,,,99.6.21.190,99-6-21-190.lightspeed.rcsntx.sbcglobal.net,,,"USD,USN,USS ",,1 ,-97.147 ,"ATT-INTERNET4 - AT&amp;T Services, Inc.,US <",,,,theconstruct,,,,,",/SIS-80",80,443,,,,,,,tordata5,Washington D.C. ,32.7597 ,,,,,,,,,,18000,,,36,,,,,,,,"Americas, Northern America ",,,,2014-09-16,,,,,English ,,,United States (United States),,0 KBs,,,7018,,,,,
,,,,91.54.214.28,p5B36D61C.dip0.t-ipconnect.de,,,EUR ,,49 ,10.45 ,"DTAG Deutsche Telekom AG,DE <",,,,ThankYouEddi,,,,,,,9001,,,,,,,tordata5,Berlin ,52.0167 ,,,,,,,,,,75600,,,1,,,,,,,,"Europe, Western Europe ",,,,2014-07-09,,,,,German ,,,Germany (Deutschland),,0 KBs,,,3320,,,,,
,,,,89.183.44.173,a89-183-44-173.net-htp.de,,,EUR ,,49 ,10.55 ,"HTP-AS htp GmbH,DE <",,,,TestPiTor,,,,,,9040,9035,,,,,,,tordata5,Berlin ,52.1667 ,,,,,,,,,,46800,,,22,,,,,,,,"Europe, Western Europe ",,,,2015-08-26,,,,,German ,,,Germany (Deutschland),,0 KBs,,,13045,,,,,
,,,,46.4.184.174,static.174.184.4.46.clients.your-server.de,,,EUR ,,49 ,9 ,"HETZNER-AS Hetzner Online GmbH,DE <",,,,terzier,,,,,,9030,9001,,,,,,,tordata5,Berlin ,51 ,,,,,,,,,,172800,,,28,,,,,,,,"Europe, Western Europe ",,,,2015-08-04,,,,,German ,,,Germany (Deutschland),,0 KBs,,,24940,,,,,
,,,,74.116.186.120,dsl.static-186-116-74-120.electronicbox.net,,,CAD ,,1 ,-79.3872 ,"ELECTRONICBOX - ELECTRONIC BOX,CA <",,,,terra,,,,,,,443,,,,,,,tordata5,Ottawa ,43.6425 ,,,,,,,,,,950400,,,6,,,,,,,,"Americas, Northern America ",,,,2014-04-08,,,,,"English,French ",,,Canada (Canada),,0 KBs,,,1403,,,,,
,,,,91.138.67.40,91.138.67.40,,,"CHE,CHF,CHW ",,41 ,8.0858 ,"ASTBSUHR Technische Betriebe Suhr,CH <",,,,tegula,,,,,,80,443,,,,,,,tordata5,Bern ,47.3747 ,,,,,,,,,,172800,,,28,,,,,,,,"Europe, Western Europe ",,,,2015-11-18,,,,,"German,French,Italian,Romansh ",,,Switzerland (Schweiz),,0 KBs,,,41715,,,,,
AS24961,,"T11:37:23Z,T11:07:16Z,T22:43:20Z,T12:29:55Z",myLoc managed IT AG,5.199.133.193,tdxchg.insc.de,,"2012-08-28,2004-04-17,2003-01-04,2012-08-29",EUR ,,49 ,9 ,"MYLOC-AS myLoc managed IT AG,DE <",DTH,,,tdxchg,DE-FASTIT-20120828,,"FASTIT-MNT,RIPE-NCC-HM-MNT,MYLOC-MNT",,",:            ORG-fIG1-RIPE,anisation,:   ORG-fIG1-RIPE,,-name:       myLoc managed IT AG,,-type:       LIR",,9001,DTH,,,,,"If it jams - force it. If it breaks, it needed replacing anyway.",tordata5,Berlin ,51 ,,,,,"+4921161708110,+49 211 171659 0",ALLOCATED PA,,,"myLoc managed IT AG,DE-MYLOC-5-199-128-0---slash-20",259200,MOPS-RIPE,5.199.128.0/20,13,,"+4921161708111,+49 211 171659 77",,,,5.199.128.0 - 5.199.143.255,,"Europe, Western Europe ","Am Gatherhof 44,40472,Duesseldorf,GERMANY,myLoc managed IT AG,Network Operations &amp; Services,Am Gatherhof 44,40472 Duesseldorf,DE",,LIR,2007-10-27,"2012-08-28,2015-10-21,2015-04-14,2012-08-29",[2001:4ba0:fffa:5d::93]:9001,"DTH,DTH,MST",,German ,"RIPE-NCC-HM-MNT,RIPE-NCC-HM-MNT,MYLOC-MNT,MYLOC-MNT",,Germany (Deutschland),,0 KBs,,Dennis Thomas,24961,,,,,"T11:37:23Z,T13:01:12Z,T18:50:20Z,T12:29:55Z"
,,,,86.213.48.6,AToulouse-658-1-185-6.w86-213.abo.wanadoo.fr,,,EUR ,,33 ,1.4437 ,"AS3215 Orange S.A.,FR <",,,,tbmb,,,,,,9030,9001,,,,,,,tordata5,Paris ,43.6043 ,,,,,,,,,,432000,,,32,,,,,,,,"Europe, Western Europe ",,,,2016-01-11,,,,,French ,,,France (France),,0 KBs,,,3215,,,,,
,,,,54.187.239.16,wmbuck.net,,,"USD,USN,USS ",,1 ,-119.529 ,"AMAZON-02 - Amazon.com, Inc.,US <",,,,tarragon,,,,,,,9001,,,,,,,tordata5,Washington D.C. ,45.7788 ,,,,,,,,,,2851200,,,33,,,,,,,,"Americas, Northern America ",,,,2015-09-01,,,,,English ,,,United States (United States),,0 KBs,,,16509,,,,,
,,,,95.113.190.228,x5f71bee4.dyn.telefonica.de,,,EUR ,,49 ,9.1898 ,"TDDE-ASN1 Telefonica Germany GmbH &amp; Co.OHG,DE <",,,,TakeThePowerBack,,,,,,9030,9001,,,,,,,tordata5,Berlin ,48.8909 ,,,,,,,,,,46800,,,14,,,,,,,,"Europe, Western Europe ",,,,2013-01-10,,,,,German ,,,Germany (Deutschland),,0 KBs,,,6805,,,,,
,,,,166.84.7.55,vc55.tabesugi.net,,,"USD,USN,USS ",,1 ,-73.9972 ,"PANIX - Panix Network Information Center,US <",,,,tabesugi,,,,,,,9001,,,,,,,tordata5,Washington D.C. ,40.7517 ,,,,,,,,,,864000,,,27,,,,,,,,"Americas, Northern America ",,,,2013-10-06,,,,,English ,,,United States (United States),,0 KBs,,,2033,,,,,
"AS3304,AS5432",,"T09:02:05Z,T11:00:52Z,T09:18:56Z,T07:38:58Z,T09:36:28Z,T13:07:38Z",Scarlet,62.235.174.82,ip-62-235-174-82.dsl.scarlet.be,,"2002-09-20,2004-04-17,2004-08-06,2004-04-20,2005-08-01,2011-07-13",EUR ,,32 ,4.45 ,"BELGACOM-SKYNET-AS Proximus NV,BE <","BIEC1-RIPE,SC2707-RIPE",,,SysOp,BE-UNISOURCE-20010102,,"UBNBE-MNT,AS3304-MNT,RIPE-NCC-HM-MNT",,",:            ORG-UBNB1-RIPE,anisation,:   ORG-UBNB1-RIPE,,-name:       Scarlet,,-type:       LIR",9030,9001,"BIEC1-RIPE,SC2707-RIPE,SVDS1-RIPE,PD756-RIPE,KB905-RIPE,BD440-RIPE,KB144-RIPE",,,,,"-------------------------------------------,Network problems to: noc@skynet.be,Peering requests to: peering@skynet.be,Abuse notifications to: abuse@belgacom.be,abuse requests sent to another address,will be ignored.,-------------------------------------------",tordata5,Brussels ,51.2833 ,,,,,"+3222753311,+32 2 202-4111,+32 2 275 33 11",ALLOCATED PA,,,"Scarlet,Scarlet-TIS,Scarlet-TIS",14400,SC2707-RIPE,"62.235.0.0/16,62.235.0.0/16",5,,"+3222753333,+32 2 203-6593",,,,62.235.0.0 - 62.235.255.255,,"Europe, Western Europe ","Carlistraat 2,1140,Brussel,BELGIUM,Belgacom SA de droit public,SDE/NEO/RPP/DTO/DIN - Batiment Paille,Boulevard du Roi Albert II, 27,B-1030 Bruxelles,Belgium,Scarlet,Carlistraat 2,B-1140 Evere,Belgium",,LIR,2016-01-27,"2010-06-17,2015-04-01,2013-10-01,2012-04-04,2011-06-30,2011-07-13",,"SC2707-RIPE,KB144-RIPE,BD440-RIPE,MN1190-RIPE,SC2707-RIPE",,"Dutch,French,German ","RIPE-NCC-HM-MNT,RIPE-NCC-HM-MNT,SKYNETBE-MNT,AS3304-MNT,UBNBE-MNT,SKYNETBE-MNT,UBNBE-MNT,SKYNETBE-MNT",,Belgium (Belgi�),,0 KBs,,,5432,,,,,"T11:47:58Z,T07:10:25Z,T09:04:36Z,T08:56:59Z,T13:49:32Z,T13:07:38Z"
,,,,24.160.162.200,cpe-24-160-162-200.columbus.res.rr.com,,,"USD,USN,USS ",,1 ,-83.0809 ,"SCRR-10796 - Time Warner Cable Internet LLC,US <",,,,sylvanarosechu,,,,,,,9001,,,,,,,tordata5,Washington D.C. ,40.029 ,,,,,,,,,,172800,,,19,,,,,,,,"Americas, Northern America ",,,,2014-06-21,,,,,English ,,,United States (United States),,0 KBs,,,10796,,,,,
,,,,92.221.90.161,161.92-221-90.customer.lyse.net,,,NOK ,,47 ,5.7333 ,"ALTIBOX_AS Altibox AS,NO <",,,,SupRNova,,,,,,,9001,,,,,,,tordata5,Oslo ,58.9701 ,,,,,,,,,,3888000,,,32,,,,,,,,"Europe, Northern Europe ",,,,2015-05-04,,,,,"Norwegian,Bokm�l,Nynorsk ",,,Norway (Norge),,0 KBs,,,29695,,,,,
,,,,162.243.40.70,162.243.40.70,,,"USD,USN,USS ",,1 ,-73.9865 ,"DIGITALOCEAN-ASN-NY2 - Digital Ocean, Inc.,US <",,,,Sunshine305,,,,,,,443,,,,,,,tordata5,Washington D.C. ,40.749 ,,,,,,,,,,32400,,,20,,,,,,,,"Americas, Northern America ",,,,2016-01-31,,,,,English ,,,United States (United States),,0 KBs,,,62567,,,,,
,,,,99.229.118.205,CPEbcee7b6f90f0-CMbc4dfb959710.cpe.net.cable.rogers.com,,,CAD ,,1 ,-79.6903 ,"ROGERS-CABLE - Rogers Cable Communications Inc.,CA <",,,,suchtormuchrelaywow,,,,,,,9001,,,,,,,tordata5,Ottawa ,43.5373 ,,,,,,,,,,75600,,,22,,,,,,,,"Americas, Northern America ",,,,2015-06-19,,,,,"English,French ",,,Canada (Canada),,0 KBs,,,812,,,,,
,,,,2.110.219.47,0138500014.0.fullrate.ninja,,,DKK ,,45 ,10.3883 ,"TDC TDC A/S,DK <",,,,strokkur,,,,,,9030,9001,,,,,,,tordata5,Copenhagen ,55.3959 ,,,,,,,,,,25200,,,26,,,,,,,,"Europe, Northern Europe ",,,,2015-05-31,,,,,Danish ,,,Denmark (Danmark),,0 KBs,,,3292,,,,,
,,,,79.23.68.237,host237-68-dynamic.23-79-r.retail.telecomitalia.it,,,EUR ,,39 ,12.8333 ,"ASN-IBSNAZ Telecom Italia S.p.a.,IT <",,,,stratmikefend,,,,,,,9001,,,,,,,tordata5,Rome ,42.8333 ,,,,,,,,,,950400,,,2,,,,,,,,"Europe, Southern Europe ",,,,2014-11-05,,,,,Italian ,,,Italy (Italia),,0 KBs,,,3269,,,,,
,,,,79.237.235.85,p4FEDEB55.dip0.t-ipconnect.de,,,EUR ,,49 ,9.8108 ,"DTAG Deutsche Telekom AG,DE <",,,,strangeTides,,,,,,9030,443,,,,,,,tordata5,Berlin ,52.3099 ,,,,,,,,,,50400,,,8,,,,,,,,"Europe, Western Europe ",,,,2014-08-24,,,,,German ,,,Germany (Deutschland),,0 KBs,,,3320,,,,,
,,,,93.71.207.137,net-93-71-207-137.cust.vodafonedsl.it,,,EUR ,,39 ,11.1509 ,"VODAFONE-IT-ASN Vodafone Omnitel B.V.,IT <",,,,Steppenwolfe,,,,,,,9001,,,,,,,tordata5,Rome ,43.7421 ,,,,,,,,,,1123200,,,12,,,,,,,,"Europe, Southern Europe ",,,,2016-01-17,,,,,Italian ,,,Italy (Italia),,0 KBs,,,30722,,,,,
,,,,60.242.183.15,60-242-183-15.static.tpgi.com.au,,,AUD ,,61 ,151.0333 ,"TPG-INTERNET-AP TPG Telecom Limited,AU <",,,,stellarsix,,,,,,,9001,,,,,,,tordata5,Canberra ,-33.9167 ,,,,,,,,,,1814400,,,2,,,,,,,,"Oceania, Australia and New Zealand ",,,,2014-06-12,,,,,English ,,,Australia (Australia),,0 KBs,,,7545,,,,,
,,,,217.186.100.45,xd9ba642d.dyn.telefonica.de,,,EUR ,,49 ,13.4333 ,"TDDE-ASN1 Telefonica Germany GmbH &amp; Co.OHG,DE <",,,,stargate,,,,,,,9001,,,,,,,tordata5,Berlin ,52.3167 ,,,,,,,,,,43200,,,17,,,,,,,,"Europe, Western Europe ",,,,2014-12-06,,,,,German ,,,Germany (Deutschland),,0 KBs,,,6805,,,,,
,,,,78.48.179.56,f048179056.adsl.alicedsl.de,,,EUR ,,49 ,9 ,"HANSENET Telefonica Germany GmbH &amp; Co.OHG,DE <",,,,stalker,,,,,,16800,16794,,,,,,,tordata5,Berlin ,51 ,,,,,,,,,,43200,,,14,,,,,,,,"Europe, Western Europe ",,,,2013-07-31,,,,,German ,,,Germany (Deutschland),,0 KBs,,,13184,,,,,
,,,,83.231.18.37,83.231.18.37,,,EUR ,,34 ,-3.6833 ,"UNI2-AS France Telecom Espana SA,ES <",,,,ssrv,,,,,,,9001,,,,,,,tordata5,Madrid ,40.4 ,,,,,,,,,,2073600,,,1,,,,,,,,"Europe, Southern Europe ",,,,2014-08-06,,,,,"Spanish,Basque,Catalan,Galician,Occitan ",,,Spain (Espa�a),,0 KBs,,,12479,,,,,
AS8447,,"T11:02:14Z,T00:00:00Z,T00:00:00Z,T10:41:49Z,T12:54:53Z",,91.115.41.38,91-115-41-38.adsl.highway.telekom.at,,"2008-01-25,1970-01-01,1970-01-01,2002-05-31,2006-09-04",EUR ,,43 ,15.0667 ,"TELEKOM-AT A1 Telekom Austria AG,AT <","AAH12-RIPE,DAH12-RIPE,HMH25-RIPE",,,StriveForFreedom,A1TA-HSI,,,,,9030,9001,"AAH12-RIPE,DAH12-RIPE,HMH25-RIPE,SD5741-RIPE,CW6434-RIPE,WC82-RIPE,MA3804-RIPE,AJ2061-RIPE,HH1035-RIPE,RH186-RIPE",,,,,"please contact abuse @ a1telekom.at for criminal use, portscan, SPAM, etc.,**************************************************,* CONTACT FOR CRIMINAL USE, PORTSCAN, SPAM, ETC. *,**************************************************,for database maintenance please contact,admin-c:        MA3804-RIPE,==========================================,please report abuse incidents (eg network,scanning, spam originating, etc.) to,abuse@aon.at,==========================================",tordata5,Vienna ,48.6667 ,,,,,"+43 50664 0,+43 50664 0,+43 50664 0",ASSIGNED PA,,,"High Speed Internet Customers,A1 Telekom Austria AG,HIGHWAY194",86400,,91.112.0.0/14,9,,"+43 50664 49210,+43 50664 44414,+ 43 1 7962565",,,,91.115.0.0 - 91.115.255.255,,"Europe, Western Europe ","A1 Telekom Austria AG,Postfach 1001,1011 Wien,Austria,A1 Telekom Austria AG,Arsenal Objekt 24,1030 Wien,Austria,A1 Telekom Austria AG,Arsenal Objekt 24,1030 Vienna,Austria",,,2014-07-19,"2016-01-20,2016-01-20,2010-07-14,2014-11-18,2006-09-04",,"HMH25-RIPE,SD5741-RIPE,WC82-RIPE,MA3804-RIPE,AJ2061-RIPE",,German ,"AS8447-MNT,AS8447-MNT,AS8447-MNT,AS8447-MNT,AS8447-MNT",,Austria (�sterreich),,0 KBs,,,8447,,,,,"T09:24:33Z,T07:47:26Z,T07:29:37Z,T07:29:18Z,T12:54:53Z"
,,,,104.131.205.192,104.131.205.192,,,"USD,USN,USS ",,1 ,-73.9865 ,"DIGITALOCEAN-ASN-NY2 - Digital Ocean, Inc.,US <",,,,spongeship,,,,,,,9001,,,,,,,tordata5,Washington D.C. ,40.749 ,,,,,,,,,,1728000,,,16,,,,,,,,"Americas, Northern America ",,,,2014-07-07,,,,,English ,,,United States (United States),,0 KBs,,,62567,,,,,
,,,,88.161.212.89,lau06-4-88-161-212-89.fbx.proxad.net,,,EUR ,,33 ,7.1761 ,"PROXAD Free SAS,FR <",,,,Speed09,,,,,,9030,9001,,,,,,,tordata5,Paris ,43.671 ,,,,,,,,,,259200,,,18,,,,,,,,"Europe, Western Europe ",,,,2015-11-17,,,,,French ,,,France (France),,0 KBs,,,12322,,,,,
,,,,72.239.226.113,72-239-226-113.res.bhn.net,,,"USD,USN,USS ",,1 ,-80.973 ,"BHN-TAMPA - BRIGHT HOUSE NETWORKS, LLC,US <",,,,SparksinFL,,,,,,9030,443,,,,,,,tordata5,Washington D.C. ,29.1099 ,,,,,,,,,,136800,,,13,,,,,,,,"Americas, Northern America ",,,,2014-09-08,,,,,English ,,,United States (United States),,0 KBs,,,33363,,,,,
AS16276,,"T13:45:33Z,T17:42:29Z,T00:00:00Z,T17:33:02Z",,91.121.93.160,ip.doesntexist.org,,"2008-03-10,2004-01-28,1970-01-01,2007-10-16",EUR ,,33 ,2.35 ,"OVH OVH SAS,FR <","OTC2-RIPE,OK217-RIPE",,,spaghettijunction,OVH,,,,,,9001,"OTC2-RIPE,GM84-RIPE,SL10162-RIPE",,,,,,tordata5,Paris ,48.86 ,,,,,+33 9 74 53 13 23,ASSIGNED PA,,,"OVH SAS,Dedicated Servers,http://www.ovh.com,OVH ISP,Paris, France",3974400,,91.121.0.0/16,20,,,,,,91.121.64.0 - 91.121.127.255,,"Europe, Western Europe ","OVH SAS,2 rue Kellermann,59100 Roubaix,France,OVH SAS,2 rue Kellermann,59100 Roubaix,France",,,2015-06-22,"2008-03-10,2014-09-05,2010-10-05,2007-10-16",,"OK217-RIPE,OK217-RIPE",,French ,"OVH-MNT,OVH-MNT,OVH-MNT,OVH-MNT",,France (France),,0 KBs,,Octave Klaba,16276,,,,,"T13:45:33Z,T10:47:15Z,T08:51:16Z,T17:33:02Z"
,,,,80.153.7.4,p50990704.dip0.t-ipconnect.de,,,EUR ,,49 ,9 ,"DTAG Deutsche Telekom AG,DE <",,,,southberlin,,,,,,,9001,,,,,,,tordata5,Berlin ,51 ,,,,,,,,,,25401600,,,18,,,,,,,,"Europe, Western Europe ",,,,2015-01-16,,,,,German ,,,Germany (Deutschland),,0 KBs,,,3320,,,,,
,,,,91.232.217.18,91.232.217.18,,,RUB ,,7 ,37.6166 ,"ASPULSKT Puls-KT LLC.,RU <",,,,Soushi,,,,,,9030,451,,,,,,,tordata5,Moscow ,55.75 ,,,,,,,,,,25200,,,7,,,,,,,,"Europe, Eastern Europe ",,,,2015-01-28,,,,,Russian ,,,Russia (??????),,0 KBs,,,57562,,,,,
,,,,188.4.140.90,188.4.140.90.dsl.dyn.forthnet.gr,,,EUR ,,30 ,23.7167 ,"FORTHNET-GR Forthnet,GR <",,,,soramaro,,,,,,,9001,,,,,,,tordata5,Athens ,37.9667 ,,,,,,,,,,518400,,,1,,,,,,,,"Europe, Southern Europe ",,,,2013-11-28,,,,,Greek ,,,Greece (??????),,0 KBs,,,1241,,,,,
,,,,31.170.105.77,31.170.105.77,,,EUR ,,49 ,9 ,"BKVG-AS Bradler &amp; Krantz GmbH &amp; Co. KG,DE <",,,,somemanwithssh,,,,,,,9001,,,,,,,tordata5,Berlin ,51 ,,,,,,,,,,1641600,,,22,,,,,,,,"Europe, Western Europe ",,,,2015-12-11,,,,,German ,,,Germany (Deutschland),,0 KBs,,,29141,,,,,
,,,,83.171.174.143,ppp-83-171-174-143.dynamic.mnet-online.de,,,EUR ,,49 ,11.6074 ,"MNET-AS M-net Telekommunikations GmbH, Germany,DE <",,,,SoberTor,,,,,,,9001,,,,,,,tordata5,Berlin ,48.1089 ,,,,,,,,,,39600,,,13,,,,,,,,"Europe, Western Europe ",,,,2015-06-11,,,,,German ,,,Germany (Deutschland),,0 KBs,,,8767,,,,,
,,,,87.78.134.123,xdsl-87-78-134-123.netcologne.de,,,EUR ,,49 ,6.6829 ,"NETCOLOGNE NetCologne GmbH,DE <",,,,SobchakTools,,,,,,9040,9035,,,,,,,tordata5,Berlin ,50.8964 ,,,,,,,,,,64800,,,18,,,,,,,,"Europe, Western Europe ",,,,2014-04-29,,,,,German ,,,Germany (Deutschland),,0 KBs,,,8422,,,,,
,,,,5.165.87.198,5x165x87x198.dynamic.bryansk.ertelecom.ru,,,RUB ,,7 ,34.3806 ,"BRYANSK-AS JSC _ER-Telecom Holding_,RU <",,,,Soapnix,,,,,,9030,62456,,,,,,,tordata5,Moscow ,53.2875 ,,,,,,,,,,151200,,,12,,,,,,,,"Europe, Eastern Europe ",,,,2015-08-11,,,,,Russian ,,,Russia (??????),,0 KBs,,,57044,,,,,
AS2856,,"T01:49:30Z,T09:02:16Z,T07:40:47Z",,86.150.193.217,host86-150-193-217.range86-150.btcentralplus.com,,"2006-11-01,2004-06-08,2010-10-19",GBP ,,44 ,-0.4663 ,"BT-UK-AS BT Public Internet Service,GB <",BTCP1-RIPE,,,SNSNetwork,BT-CENTRAL-PLUS,,,,,9030,9001,"BTCP1-RIPE,SR401-RIPE",,,,,"*******************************************************************,* Report abuse via: http://bt.custhelp.com/app/contact/c/346,3024 *,*******************************************************************,Report abuse via: http://bt.custhelp.com/app/contact/c/346,3024,*******************************************************************,* Report abuse via: http://bt.custhelp.com/app/contact/c/346,3024 *,*******************************************************************",tordata5,London ,52.1346 ,,,,,,ASSIGNED PA,,,"IP pools,BT Public Internet Service",140400,,86.128.0.0/11,15,,,,,,86.148.0.0 - 86.159.255.255,,"Europe, Northern Europe ","BT,Wholesale,UK",,,2015-09-22,"2011-02-24,2011-02-21,2014-07-31",,"BTCP1-RIPE,PC487-RIPE",,English ,"BTNET-MNT,BTNET-MNT,BTNET-INFRA-MNT",,United Kingdom (United Kingdom),,0 KBs,,,2856,,,,,"T14:19:29Z,T13:40:11Z,T08:07:04Z"
,,,,85.214.54.254,it-wagner.net,,,EUR ,,49 ,13.4 ,"STRATO STRATO AG,DE <",,,,snIP3r2,,,,,,,9001,,,,,,,tordata5,Berlin ,52.5167 ,,,,,,,,,,4060800,,,4,,,,,,,,"Europe, Western Europe ",,,,2012-03-12,,,,,German ,,,Germany (Deutschland),,0 KBs,,,6724,,,,,
,,,,217.254.85.197,pD9FE55C5.dip0.t-ipconnect.de,,,EUR ,,49 ,10.6333 ,"DTAG Deutsche Telekom AG,DE <",,,,snIP3r,,,,,,,9002,,,,,,,tordata5,Berlin ,49.9271 ,,,,,,,,,,43200,,,17,,,,,,,,"Europe, Western Europe ",,,,2014-06-02,,,,,German ,,,Germany (Deutschland),,0 KBs,,,3320,,,,,
,,,,84.3.160.129,5403A081.catv.pool.telekom.hu,,,HUF ,,36 ,19.0724 ,"HTC-AS Magyar Telekom Plc.,HU <",,,,smortep,,,,,,,9001,,,,,,,tordata5,Budapest ,47.481 ,,,,,,,,,,18000,,,0,,,,,,,,"Europe, Eastern Europe ",,,,2016-01-31,,,,,Hungarian ,,,Hungary (Magyarorsz�g),,0 KBs,,,5483,,,,,
,,,,75.127.4.192,192.4.127.75.host.nwnx.net,,,"USD,USN,USS ",,1 ,-78.7279 ,"AS-COLOCROSSING - ColoCrossing,US <",,,,slurms,,,,,,,9001,,,,,,,tordata5,Washington D.C. ,42.9864 ,,,,,,,,,,2332800,,,29,,,,,,,,"Americas, Northern America ",,,,2015-12-15,,,,,English ,,,United States (United States),,0 KBs,,,36352,,,,,
,,,,201.212.121.35,201-212-121-35.prima.net.ar,,,ARS ,,54 ,-58.3816 ,"Prima S.A.,AR <",,,,slowspeechrelayer,,,,,,,45678,,,,,,,tordata5,Buenos Aires ,-34.6033 ,,,,,,,,,,1209600,,,5,,,,,,,,"Americas, South America ",,,,2014-06-17,,,,,Spanish ,,,Argentina (Argentina),,0 KBs,,,10481,,,,,
,,,,174.22.120.46,174-22-120-46.dvnp.qwest.net,,,"USD,USN,USS ",,1 ,-90.6631 ,"CENTURYLINK-US-LEGACY-QWEST - Qwest Communications Company, LLC,US <",,,,skytor,,,,,,9030,9001,,,,,,,tordata5,Washington D.C. ,41.5325 ,,,,,,,,,,345600,,,12,,,,,,,,"Americas, Northern America ",,,,2014-10-15,,,,,English ,,,United States (United States),,0 KBs,,,209,,,,,
,,,,104.160.36.241,104.160.36.241.16clouds.com,,,"USD,USN,USS ",,1 ,-81.6851 ,"NODESDIRECT - Nodes Direct,US <",,,,skynetanonymous,,,,,,,443,,,,,,,tordata5,Washington D.C. ,30.3246 ,,,,,,,,,,2073600,,,44,,,,,,,,"Americas, Northern America ",,,,2015-09-16,,,,,English ,,,United States (United States),,0 KBs,,,19531,,,,,
,,,,188.142.232.133,thesaurus.tuxexpert.com,,,HUF ,,36 ,19.0514 ,"LGI-UPC Liberty Global Operations B.V.,AT <",,,,sky,,,,,,,55000,,,,,,,tordata5,Budapest ,47.4925 ,,,,,,,,,,151200,,,12,,,,,,,,"Europe, Eastern Europe ",,,,2015-12-18,,,,,Hungarian ,,,Hungary (Magyarorsz�g),,0 KBs,,,6830,,,,,
,,,,83.167.185.35,83.167.185.35,,,GBP ,,44 ,-0.13 ,"AWELL-WIRELESS-AS AwellConnected.Com,GB <",,,,skopelitis,,,,,,,9333,,,,,,,tordata5,London ,51.5 ,,,,,,,,,,1987200,,,15,,,,,,,,"Europe, Northern Europe ",,,,2014-04-09,,,,,English ,,,United Kingdom (United Kingdom),,0 KBs,,,31595,,,,,
,,,,109.74.206.233,wrongtime.info,,,GBP ,,44 ,-0.13 ,"TELECITY-LON TELECITYGROUP INTERNATIONAL LIMITED,GB <",,,,SirRelay,,,,,,,9001,,,,,,,tordata5,London ,51.5 ,,,,,,,,,,3283200,,,25,,,,,,,,"Europe, Northern Europe ",,,,2015-12-17,,,,,English ,,,United Kingdom (United Kingdom),,0 KBs,,,15830,,,,,
